Academic_Reputation,Citations_per_Pape,Employer_Reputation,H_index_Citations,Overall_score,Ranking,Region,University_Name
95.4,98.7,95.2,99.5,96.5,2,United States,Stanford University
,,,,,3,,
86.7,98.2,98.7,87.8,92.2,4,United States,Harvard University
94,94.5,88.2,92.5,92.1,5,United States,"University of California, Berkeley (UCB)"
96.9,85,84.3,94.7,91,6,United States,University of Michigan
,,,,,7,,
,,,,,8,,
90.3,78.3,97.1,85.4,89.8,9,Japan,The University of Tokyo
88.7,86.4,87.9,97.6,89.5,10,United States,Georgia Institute of Technology
85.6,80.5,93.3,95.3,88.6,11,China,Tsinghua University
85.5,90.4,88.5,91.5,88,12,Singapore,National University of Singapore (NUS)
92.4,82.1,82.6,87.5,87.2,13,Netherlands,Delft University of Technology
91.5,81.6,85,85,87.1,14,United States,California Institute of Technology (Caltech)
82.9,92.5,85.9,95,87.1,14,Singapore,"Nanyang Technological University, Singapore (NTU)"
84,88.9,87.4,91.8,86.9,16,South Korea,KAIST - Korea Advanced Institute of Science & Technology
85.3,79.8,93,83.6,86.5,17,Italy,Politecnico di Milano
78.4,91.6,92.1,90.5,86.3,18,China,Peking University
81.1,86.9,90.2,91.8,86.3,18,South Korea,Seoul National University
88.4,87.6,81.8,86.6,86,20,Switzerland,ETH Zurich - Swiss Federal Institute of Technology
84.7,94.6,81.9,87.5,85.8,21,United States,"University of California, Los Angeles (UCLA)"
90.2,81,81.9,85,85.6,22,United States,Purdue University
89.1,79.5,82.1,82.7,84.6,23,Germany,RWTH Aachen University
80.8,89,85.3,82.7,83.7,24,Hong Kong,The Hong Kong University of Science and Technology
79.6,80.3,86.5,91.2,83.5,25,China,Shanghai Jiao Tong University
84,76.2,91.5,71.9,83.3,26,Japan,Tokyo Institute of Technology
80.3,91.2,80,87.8,83,27,Switzerland,Ecole Polytechnique Fédérale de Lausanne (EPFL)
80.2,77.7,92.8,76.4,83,27,Japan,Kyoto University
84.1,78.2,81.8,79.2,81.8,29,Germany,Technical University of Munich
79,80.4,86.1,81.7,81.7,30,Japan,Tohoku University
81.4,87.6,78,80.2,81.1,31,United States,Princeton University
87.8,80,73.6,78.7,81,32,Sweden,KTH Royal Institute of Technology
76.9,86.4,86.4,75.2,80.9,33,Hong Kong,The University of Hong Kong
